Country,Year,Bank account,Location Type,Access to cellphone,Household size,Age of respondent,Gender of respondent,Relation with head of the house,Marital status,Education level,Job type
Rwanda,2016,No,Rural,Yes,4,21,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,4,27,Female,Child,Single/Never Married,Primary education,Farming and Fishing
Rwanda,2016,No,Urban,Yes,3,16,Female,Child,Single/Never Married,Primary education,Remittance Dependent
Rwanda,2016,No,Rural,Yes,3,77,Female,Head of Household,Widowed,No formal education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,1,52,Male,Head of Household,Single/Never Married,No formal education,Informally employed
Rwanda,2016,No,Urban,Yes,4,65,Female,Head of Household,Widowed,No formal education,Farming and Fishing
Rwanda,2016,No,Rural,No,3,46,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,2016,No,Rural,Yes,3,19,Male,Child,Single/Never Married,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,No,4,30,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,2016,No,Rural,No,7,35,Female,Spouse,Married/Living together,Other/Dont know/RTA,Informally employed
Rwanda,2016,No,Rural,Yes,4,32,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,2016,No,Rural,No,3,60,Female,Head of Household,Widowed,No formal education,Remittance Dependent
Rwanda,2016,No,Rural,Yes,3,26,Female,Child,Single/Never Married,Primary education,Informally employed
Rwanda,2016,No,Urban,Yes,4,27,Female,Spouse,Married/Living together,Secondary education,Informally employed
Rwanda,2016,No,Rural,No,4,18,Female,Parent,Single/Never Married,Primary education,Remittance Dependent
Rwanda,2016,Yes,Rural,Yes,2,27,Female,Spouse,Married/Living together,Tertiary education,Remittance Dependent
Rwanda,2016,No,Rural,No,2,50,Female,Head of Household,Widowed,No formal education,Informally employed
Rwanda,2016,No,Rural,Yes,8,28,Female,Child,Married/Living together,Vocational/Specialised training,Self employed
Rwanda,2016,No,Rural,Yes,4,33,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,5,24,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,No,Urban,Yes,2,28,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,2016,Yes,Rural,Yes,1,65,Male,Head of Household,Widowed,Secondary education,Other Income
Rwanda,2016,No,Rural,Yes,2,64,Female,Head of Household,Widowed,No formal education,Farming and Fishing
Rwanda,2016,No,Urban,No,4,28,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,5,43,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,3,28,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,2016,No,Rural,No,3,41,Female,Head of Household,Divorced/Seperated,No formal education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,7,18,Male,Parent,Single/Never Married,Secondary education,Farming and Fishing
Rwanda,2016,No,Rural,No,6,25,Female,Child,Single/Never Married,Secondary education,Informally employed
Rwanda,2016,No,Rural,Yes,7,23,Male,Child,Single/Never Married,Primary education,Remittance Dependent
Rwanda,2016,No,Urban,Yes,6,37,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,6,26,Female,Child,Single/Never Married,Secondary education,Dont Know/Refuse to answer
Rwanda,2016,No,Rural,Yes,3,61,Female,Head of Household,Widowed,No formal education,Government Dependent
Rwanda,2016,Yes,Urban,Yes,3,56,Female,Head of Household,Divorced/Seperated,Vocational/Specialised training,Farming and Fishing
Rwanda,2016,No,Rural,Yes,2,80,Female,Head of Household,Widowed,No formal education,Remittance Dependent
Rwanda,2016,No,Rural,Yes,7,48,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,8,38,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
Rwanda,2016,Yes,Rural,Yes,7,28,Female,Spouse,Married/Living together,Secondary education,Formally employed Government
Rwanda,2016,No,Rural,Yes,3,22,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,2016,Yes,Rural,Yes,3,30,Male,Head of Household,Married/Living together,Primary education,Self employed
Rwanda,2016,No,Rural,Yes,3,26,Male,Parent,Single/Never Married,Secondary education,Informally employed
Rwanda,2016,No,Urban,Yes,5,30,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,2016,No,Rural,No,2,70,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,No,3,26,Female,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,2016,Yes,Rural,No,5,67,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,No,3,19,Female,Spouse,Married/Living together,Secondary education,Informally employed
Rwanda,2016,No,Rural,Yes,3,45,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,Yes,Rural,Yes,4,33,Female,Spouse,Married/Living together,Tertiary education,Formally employed Government
Rwanda,2016,No,Rural,Yes,6,41,Female,Head of Household,Widowed,No formal education,Informally employed
Rwanda,2016,No,Rural,Yes,4,25,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,2016,No,Rural,Yes,8,34,Female,Parent,Single/Never Married,No formal education,Government Dependent
Rwanda,2016,No,Urban,Yes,3,27,Female,Spouse,Married/Living together,Secondary education,Self employed
Rwanda,2016,Yes,Rural,Yes,4,62,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Rwanda,2016,Yes,Rural,Yes,4,32,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,4,25,Female,Spouse,Married/Living together,Primary education,Self employed
Rwanda,2016,No,Rural,Yes,5,40,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,2016,No,Rural,Yes,1,31,Male,Head of Household,Single/Never Married,Secondary education,Informally employed
Rwanda,2016,No,Rural,Yes,3,53,Female,Head of Household,Widowed,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,6,74,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,3,35,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,7,22,Male,Child,Single/Never Married,Secondary education,Farming and Fishing
Rwanda,2016,No,Rural,No,2,76,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,4,35,Male,Head of Household,Divorced/Seperated,Secondary education,Informally employed
Rwanda,2016,No,Rural,Yes,3,25,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,6,19,Male,Child,Single/Never Married,Secondary education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,6,38,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,2016,Yes,Rural,Yes,7,55,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,2016,No,Rural,Yes,9,40,Male,Head of Household,Married/Living together,Primary education,Formally employed Private
Rwanda,2016,No,Rural,Yes,7,37,Male,Head of Household,Married/Living together,No formal education,Informally employed
Rwanda,2016,No,Rural,Yes,7,45,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
Rwanda,2016,Yes,Urban,Yes,4,22,Female,Other non-relatives,Single/Never Married,Primary education,Informally employed
Rwanda,2016,No,Rural,Yes,9,24,Male,Child,Single/Never Married,Secondary education,Remittance Dependent
Rwanda,2016,No,Urban,Yes,5,35,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,2016,No,Urban,Yes,8,18,Female,Child,Single/Never Married,Secondary education,Remittance Dependent
Rwanda,2016,No,Rural,Yes,3,25,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,6,32,Male,Head of Household,Married/Living together,No formal education,Informally employed
Rwanda,2016,Yes,Rural,Yes,5,48,Female,Spouse,Married/Living together,Tertiary education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,6,40,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,2016,No,Rural,Yes,2,47,Female,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,Yes,Rural,Yes,7,43,Female,Spouse,Married/Living together,Primary education,Self employed
Rwanda,2016,No,Urban,Yes,4,35,Male,Head of Household,Married/Living together,Primary education,Self employed
Rwanda,2016,No,Rural,Yes,4,28,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,2016,No,Rural,Yes,5,45,Female,Spouse,Married/Living together,No formal education,Informally employed
Rwanda,2016,No,Rural,Yes,2,37,Female,Head of Household,Single/Never Married,No formal education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,3,28,Male,Child,Single/Never Married,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,No,3,32,Female,Child,Divorced/Seperated,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,5,28,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,2016,No,Rural,Yes,3,23,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,2016,No,Rural,Yes,5,35,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,2016,No,Rural,Yes,4,52,Female,Spouse,Married/Living together,No formal education,Informally employed
Rwanda,2016,No,Urban,Yes,2,35,Female,Spouse,Married/Living together,No formal education,Informally employed
Rwanda,2016,No,Rural,Yes,3,35,Male,Head of Household,Divorced/Seperated,No formal education,Self employed
Rwanda,2016,No,Rural,Yes,5,49,Male,Head of Household,Married/Living together,Secondary education,Informally employed
Rwanda,2016,No,Rural,Yes,6,34,Male,Head of Household,Married/Living together,No formal education,Informally employed
Rwanda,2016,No,Rural,Yes,5,29,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,2016,No,Rural,No,2,23,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,No,3,57,Female,Head of Household,Widowed,No formal education,Farming and Fishing
Rwanda,2016,Yes,Urban,Yes,7,31,Female,Spouse,Married/Living together,Secondary education,Other Income
Rwanda,2016,Yes,Urban,Yes,4,58,Male,Head of Household,Married/Living together,Secondary education,Other Income
Rwanda,2016,No,Urban,Yes,5,16,Male,Parent,Single/Never Married,Secondary education,Remittance Dependent
Rwanda,2016,No,Urban,Yes,3,53,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,2016,No,Rural,Yes,2,29,Male,Parent,Single/Never Married,No formal education,Informally employed
Rwanda,2016,No,Urban,Yes,8,24,Male,Child,Single/Never Married,Secondary education,Remittance Dependent
Rwanda,2016,No,Rural,Yes,5,32,Female,Parent,Widowed,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,4,29,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,2016,No,Rural,No,2,24,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,2016,No,Rural,Yes,2,61,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,No,3,40,Female,Spouse,Single/Never Married,Primary education,Informally employed
Rwanda,2016,No,Rural,Yes,5,30,Female,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,8,44,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,No,5,30,Female,Head of Household,Divorced/Seperated,No formal education,Government Dependent
Rwanda,2016,No,Rural,Yes,4,55,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,2016,No,Rural,No,1,37,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Rwanda,2016,No,Rural,Yes,7,39,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
Rwanda,2016,No,Rural,No,8,40,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,No,4,53,Female,Head of Household,Divorced/Seperated,No formal education,Other Income
Rwanda,2016,No,Rural,Yes,4,64,Female,Head of Household,Widowed,No formal education,Informally employed
Rwanda,2016,No,Rural,Yes,6,48,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,2016,No,Urban,Yes,3,19,Male,Child,Single/Never Married,No formal education,Informally employed
Rwanda,2016,No,Rural,No,1,65,Female,Head of Household,Widowed,No formal education,Dont Know/Refuse to answer
Rwanda,2016,No,Urban,Yes,6,20,Female,Child,Single/Never Married,Secondary education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,6,52,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,Yes,Rural,Yes,7,40,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,5,29,Female,Child,Divorced/Seperated,Primary education,Informally employed
Rwanda,2016,No,Rural,Yes,5,22,Male,Child,Single/Never Married,Primary education,Informally employed
Rwanda,2016,No,Rural,Yes,5,37,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,5,25,Female,Spouse,Married/Living together,No formal education,Informally employed
Rwanda,2016,Yes,Urban,No,4,20,Male,Other relative,Single/Never Married,Secondary education,Government Dependent
Rwanda,2016,No,Rural,No,6,41,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,6,52,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,1,23,Female,Head of Household,Single/Never Married,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,2,21,Male,Head of Household,Single/Never Married,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,No,4,54,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,2016,No,Rural,Yes,1,49,Female,Head of Household,Single/Never Married,No formal education,Informally employed
Rwanda,2016,No,Rural,Yes,2,29,Female,Head of Household,Divorced/Seperated,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,No,3,19,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,2016,Yes,Rural,Yes,4,63,Female,Spouse,Married/Living together,Secondary education,Remittance Dependent
Rwanda,2016,No,Rural,Yes,1,80,Female,Head of Household,Widowed,No formal education,Remittance Dependent
Rwanda,2016,No,Rural,Yes,4,31,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,2016,No,Rural,Yes,2,40,Female,Head of Household,Single/Never Married,Primary education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,3,47,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
Rwanda,2016,No,Rural,Yes,2,32,Female,Child,Divorced/Seperated,No formal education,Farming and Fishing
